country,year,sex,age,suicides_no,population,suicides_pop,gdp_for_year,gdp_per_capita,PCA_1,PCA_2
Albania,1987,male,15-24,21,312900,6.71,2156624900,796 , -0.7474012678135367 , 0.19892351356381455
Albania,1987,male,35-54,16,308000,5.19,2156624900,796 , -0.7625456667743996 , 0.13669734269626038
Albania,1987,female,15-24,14,289700,4.83,2156624900,796 , -0.7691876812847892 , 0.12196451657936964
Albania,1987,male,75+,1,21800,4.59,2156624900,796 , -0.8189018497586981 , 0.11240770348723873
Albania,1987,male,25-34,9,274300,3.28,2156624900,796 , -0.7861396013449251 , 0.058738533159422845
Albania,1987,female,75+,1,35600,2.81,2156624900,796 , -0.8302858735320164 , 0.04140079160851702
Albania,1987,female,35-54,6,278800,2.15,2156624900,796 , -0.7957548906155144 , 0.012600973304874044
Albania,1987,female,25-34,4,257200,1.56,2156624900,796 , -0.8046330781768521 , -0.011213632119275126
Albania,1987,male,55-74,1,137500,0.73,2156624900,796 , -0.8306763327807848 , -0.04314745504975828
Albania,1987,female,05-14,0,311000,0.0,2156624900,796 , -0.8106611142961127 , -0.07572742597010047
Albania,1987,female,55-74,0,144600,0.0,2156624900,796 , -0.8357105407388318 , -0.07267413741482726
Albania,1987,male,05-14,0,338200,0.0,2156624900,796 , -0.8065664965122065 , -0.07622652121471243
Albania,1988,female,75+,2,36400,5.49,2126000000,769 , -0.8096125705678926 , 0.14900074096392835
Albania,1988,male,15-24,17,319200,5.33,2126000000,769 , -0.7595157959937912 , 0.14314332450931816
Albania,1988,male,75+,1,22300,4.48,2126000000,769 , -0.819955701709766 , 0.10873326467345397
Albania,1988,male,35-54,14,314100,4.46,2126000000,769 , -0.76860996670766 , 0.1075167252175718
Albania,1988,male,55-74,4,140200,2.85,2126000000,769 , -0.8127874272493462 , 0.042916920281135446
Albania,1988,female,15-24,8,295600,2.71,2126000000,769 , -0.7881233947774159 , 0.03601833141466047
Albania,1988,female,55-74,3,147500,2.03,2126000000,769 , -0.8184721623379624 , 0.009809134109631256
Albania,1988,female,25-34,5,262400,1.91,2126000000,769 , -0.8009182844740953 , 0.003689790206105084
Albania,1988,male,25-34,5,279900,1.79,2126000000,769 , -0.7991913924689235 , -0.0014012308513286654
Albania,1988,female,35-54,4,284500,1.41,2126000000,769 , -0.8019550315844407 , -0.0169697972032529
Albania,1988,female,05-14,0,317200,0.0,2126000000,769 , -0.8100250162108081 , -0.07513403527693942
Albania,1988,male,05-14,0,345000,0.0,2126000000,769 , -0.8058400759757866 , -0.07564413997547653
Albania,1989,male,75+,2,22500,8.89,2335124988,833 , -0.7852347453128876 , 0.28270245103018077
Albania,1989,male,25-34,18,283600,6.35,2335124988,833 , -0.7558213163178102 , 0.1830193947182536
Albania,1989,male,35-54,15,318400,4.71,2335124988,833 , -0.7647322512879521 , 0.11605373150587356
Albania,1989,male,55-74,6,142100,4.22,2335124988,833 , -0.8002185613426636 , 0.09639658216208563
Albania,1989,male,15-24,12,323500,3.71,2335124988,833 , -0.7732740792201414 , 0.0750725668473997
Albania,1989,female,35-54,7,288600,2.43,2335124988,833 , -0.7911195750987121 , 0.022936692645402882
Albania,1989,female,15-24,5,299900,1.67,2335124988,833 , -0.7963307247508418 , -0.008238973147183895
Albania,1989,female,25-34,2,266300,0.75,2335124988,833 , -0.810093342233964 , -0.04533008670440269
Albania,1989,female,55-74,1,149600,0.67,2335124988,833 , -0.8288483881690987 , -0.04674812849290219
Albania,1989,female,05-14,0,321900,0.0,2335124988,833 , -0.808560058177141 , -0.07692112451308712
Albania,1989,female,75+,0,37000,0.0,2335124988,833 , -0.8514481687151864 , -0.07169346880757438
Albania,1989,male,05-14,0,349700,0.0,2335124988,833 , -0.8043751179421196 , -0.07743122921162432
Albania,1992,male,35-54,12,343800,3.49,709452584,251 , -0.7786629274229718 , 0.08137253473438462
Albania,1992,male,15-24,9,263700,3.41,709452584,251 , -0.7930729451343235 , 0.07852403774866844
Albania,1992,male,55-74,5,159500,3.13,709452584,251 , -0.8132057566443387 , 0.06778846126737363
Albania,1992,male,25-34,7,245500,2.85,709452584,251 , -0.801212427267915 , 0.055839523415096196
Albania,1992,female,15-24,7,292400,2.39,709452584,251 , -0.7976310214786723 , 0.03669428849225292
Albania,1992,female,25-34,4,267400,1.5,709452584,251 , -0.8098721389577129 , 0.000637850758258757
Albania,1992,female,35-54,2,323100,0.62,709452584,251 , -0.8093069400463228 , -0.03612242660941112
Albania,1992,female,55-74,1,164900,0.61,709452584,251 , -0.8337799063725154 , -0.03399653251038883
Albania,1992,female,05-14,0,336700,0.0,709452584,251 , -0.8131130886803046 , -0.06177539799332894
Albania,1992,female,75+,0,38700,0.0,709452584,251 , -0.8579732394010402 , -0.05630736921044807
Albania,1992,male,05-14,0,362900,0.0,709452584,251 , -0.8091690083149248 , -0.06225614414806552
Albania,1992,male,75+,0,23900,0.0,709452584,251 , -0.8602011931952243 , -0.056035802680291416
Albania,1993,male,15-24,18,243300,7.4,1228071038,437 , -0.7585614614824387 , 0.23598587692780795
Albania,1993,male,55-74,7,165000,4.24,1228071038,437 , -0.800651906039347 , 0.10764109661080042
Albania,1993,male,75+,1,24200,4.13,1228071038,437 , -0.8261733852013833 , 0.10357559362270709
Albania,1993,male,25-34,9,230100,3.91,1228071038,437 , -0.7921829390513792 , 0.09408819140999745
Albania,1993,female,15-24,10,285300,3.51,1228071038,437 , -0.786315995631721 , 0.07755505428738252
Albania,1993,male,35-54,10,350300,2.85,1228071038,437 , -0.7815223839322127 , 0.05012784753010443
Albania,1993,female,25-34,7,261800,2.67,1228071038,437 , -0.7979531766417095 , 0.04345855624549736
Albania,1993,female,35-54,7,331200,2.11,1228071038,437 , -0.7917409396181597 , 0.0199255401466121
Albania,1993,female,55-74,2,169500,1.18,1228071038,437 , -0.8260276677769769 , -0.015971426170722527
Albania,1993,female,05-14,1,340300,0.29,1228071038,437 , -0.8076289174143682 , -0.05486173719455249
Albania,1993,male,05-14,1,367000,0.27,1228071038,437 , -0.8037608204762307 , -0.056146643224995386
Albania,1993,female,75+,0,39300,0.0,1228071038,437 , -0.8557161570171434 , -0.06124538769208229
Albania,1994,male,75+,2,24600,8.13,1985673798,697 , -0.7922389721974913 , 0.2560516523344615
Albania,1994,male,55-74,11,171400,6.42,1985673798,697 , -0.7778312510048915 , 0.18880171344499344
Albania,1994,female,75+,2,39900,5.01,1985673798,697 , -0.8135310829888891 , 0.1317531996594155
Albania,1994,male,25-34,6,231400,2.59,1985673798,697 , -0.8006753932697895 , 0.033563880940780055
Albania,1994,male,35-54,9,362800,2.48,1985673798,697 , -0.7799797012848577 , 0.027918708973581497
Albania,1994,male,15-24,6,242200,2.48,1985673798,697 , -0.7998814759004889 , 0.028993291450896304
Albania,1994,female,15-24,6,282600,2.12,1985673798,697 , -0.7965223026491378 , 0.01394225226608789
Albania,1994,female,25-34,4,261100,1.53,1985673798,697 , -0.8053854364686229 , -0.009874188067048734
Albania,1994,female,35-54,2,342500,0.58,1985673798,697 , -0.8014808083788844 , -0.04988848570220844
Albania,1994,female,55-74,1,174600,0.57,1985673798,697 , -0.827413987664779 , -0.047584605431394575
Albania,1994,male,05-14,1,371800,0.27,1985673798,697 , -0.7999967907790416 , -0.06312782591636512
Albania,1994,female,05-14,0,344400,0.0,1985673798,697 , -0.8067457405366095 , -0.073736802073046
Albania,1995,male,25-34,13,232900,5.58,2424499009,835 , -0.7721326215143267 , 0.1513774672437914
Albania,1995,male,55-74,9,178000,5.06,2424499009,835 , -0.7866589639290767 , 0.13019745666241017
Albania,1995,female,75+,2,40800,4.9,2424499009,835 , -0.8125989593728169 , 0.12369899436995513
Albania,1995,female,15-24,13,283500,4.59,2424499009,835 , -0.7720024088939311 , 0.11109722942303245
Albania,1995,male,15-24,11,241200,4.56,2424499009,835 , -0.7797616611966046 , 0.10992203942083469
Albania,1995,male,75+,1,25100,3.98,2424499009,835 , -0.8225023157700573 , 0.08703831061174155
Albania,1995,male,35-54,14,375900,3.72,2424499009,835 , -0.7640898987129847 , 0.07519935088398148
Albania,1995,female,25-34,7,264000,2.65,2424499009,835 , -0.7931032696790146 , 0.032064824067691795
Albania,1995,female,35-54,8,356400,2.24,2424499009,835 , -0.7817119603584435 , 0.014451608136326025
Albania,1995,male,05-14,6,376500,1.59,2424499009,835 , -0.7847664939767649 , -0.012513110327935683
Albania,1995,female,55-74,2,180400,1.11,2424499009,835 , -0.8202462156143698 , -0.029512258757366933
Albania,1995,female,05-14,2,348700,0.57,2424499009,835 , -0.7989945757620974 , -0.054065014514164185
Albania,1996,male,75+,2,25400,7.87,3314898292,1127 , -0.7890251924202506 , 0.23428826751711163
Albania,1996,male,15-24,17,243600,6.98,3314898292,1127 , -0.7541738380653735 , 0.2005992376953891
Albania,1996,male,25-34,14,235300,5.95,3314898292,1127 , -0.7649597456105689 , 0.15867147284509278
Albania,1996,female,15-24,16,287700,5.56,3314898292,1127 , -0.7588563602473971 , 0.1429666450934011
Albania,1996,female,75+,2,41200,4.85,3314898292,1127 , -0.8094857738198584 , 0.1139555669509725
Albania,1996,female,25-34,10,267900,3.73,3314898292,1127 , -0.7791704955072586 , 0.0683121637842524
Albania,1996,male,35-54,12,379600,3.16,3314898292,1127 , -0.7655015104540461 , 0.04436436702602691
Albania,1996,female,35-54,9,362000,2.49,3314898292,1127 , -0.7749648775344353 , 0.01691698466541283
Albania,1996,male,55-74,3,179900,1.67,3314898292,1127 , -0.8120730029275359 , -0.014612680153121612
Albania,1996,female,55-74,1,183100,0.55,3314898292,1127 , -0.8212260441268234 , -0.059949454271557914
Albania,1996,male,05-14,2,380400,0.53,3314898292,1127 , -0.791093942941024 , -0.06398527578086366
Albania,1996,female,05-14,1,354100,0.28,3314898292,1127 , -0.7975260494017078 , -0.07381945060563878
Albania,1997,male,25-34,36,236000,15.25,2359903108,793 , -0.6856111038321233 , 0.5455261732037874
Albania,1997,male,15-24,33,244400,13.5,2359903108,793 , -0.69932811340213 , 0.4746725066448899
Albania,1997,male,75+,3,25400,11.81,2359903108,793 , -0.7625462330080309 , 0.4001315192610064
Albania,1997,male,35-54,30,380800,7.88,2359903108,793 , -0.7230436218146125 , 0.24764049507814975
Albania,1997,female,15-24,21,294000,7.14,2359903108,793 , -0.7469474846175685 , 0.21640378555589856
Albania,1997,male,55-74,12,180300,6.66,2359903108,793 , -0.7729345262043025 , 0.1959954758512928
Albania,1997,female,25-34,16,273900,5.84,2359903108,793 , -0.7627162788384605 , 0.16320135949297657
Albania,1997,female,75+,2,42100,4.75,2359903108,793 , -0.8140065829521933 , 0.11881582844476941
Albania,1997,female,35-54,7,370100,1.89,2359903108,793 , -0.7833477619602861 , 0.0010116209351080886
Albania,1997,female,05-14,6,361800,1.66,2359903108,793 , -0.7869189427509973 , -0.008357852176656189
Albania,1997,male,05-14,4,381500,1.05,2359903108,793 , -0.7897311870637184 , -0.033725260343429805
Albania,1997,female,55-74,0,187000,0.0,2359903108,793 , -0.8292807347220859 , -0.07341084924357599
Albania,1998,male,75+,3,25800,11.63,2707123772,899 , -0.7625924581798396 , 0.3901521266303216
Albania,1998,male,15-24,27,248800,10.85,2707123772,899 , -0.7209457516410556 , 0.36416239378141524
Albania,1998,female,15-24,32,295600,10.83,2707123772,899 , -0.7111402493548781 , 0.36440586731391433
Albania,1998,male,25-34,26,240400,10.82,2707123772,899 , -0.7230194648085653 , 0.3627446088863279
Albania,1998,male,35-54,29,388200,7.47,2707123772,899 , -0.7243578052736853 , 0.22801088826060661
Albania,1998,male,55-74,9,183800,4.9,2707123772,899 , -0.7862099661040095 , 0.12201704214958613
Albania,1998,female,25-34,10,275300,3.63,2707123772,899 , -0.7814579823298448 , 0.07023597117604449
Albania,1998,female,55-74,6,188200,3.19,2707123772,899 , -0.8002266210751092 , 0.05282674261172814
Albania,1998,female,35-54,9,372100,2.42,2707123772,899 , -0.7766190351222435 , 0.019983727510694476
Albania,1998,male,05-14,2,388400,0.51,2707123772,899 , -0.792686098766473 , -0.05889253651992116
Albania,1998,female,05-14,1,363800,0.27,2707123772,899 , -0.7987866655474101 , -0.06836041213210012
Albania,1998,female,75+,0,42300,0.0,2707123772,899 , -0.8498086700934621 , -0.07357292095641432
Albania,1999,male,75+,3,25900,11.58,3414760915,1127 , -0.7602716559533518 , 0.38211029685528347
Albania,1999,male,15-24,24,250600,9.58,3414760915,1127 , -0.7293423780713051 , 0.3064569476150218
Albania,1999,female,75+,4,42400,9.43,3414760915,1127 , -0.7734650725748722 , 0.2967260530685673
Albania,1999,male,35-54,31,391100,7.93,3414760915,1127 , -0.7165939275001697 , 0.2409486854763002
Albania,1999,male,25-34,19,242300,7.84,3414760915,1127 , -0.7466623777567101 , 0.2355483250146532
Albania,1999,male,55-74,14,185200,7.56,3414760915,1127 , -0.7602871975012859 , 0.22356906714633729
Albania,1999,female,15-24,19,296800,6.4,3414760915,1127 , -0.7493482422754351 , 0.1773093558010793
Albania,1999,female,25-34,13,276500,4.7,3414760915,1127 , -0.7687545073572742 , 0.10783145368686621
Albania,1999,female,55-74,6,188800,3.18,3414760915,1127 , -0.7975280458663478 , 0.04636570895329024
Albania,1999,female,35-54,5,373600,1.34,3414760915,1127 , -0.7842062481283829 , -0.030543292540319452
Albania,1999,female,05-14,1,365200,0.27,3414760915,1127 , -0.7958920343355752 , -0.07443863239705384
Albania,1999,male,05-14,0,391300,0.0,3414760915,1127 , -0.7945872322020046 , -0.08602928486207097
Albania,2000,male,25-34,17,232000,7.33,3632043908,1299 , -0.75133239948673 , 0.2101974735743
Albania,2000,male,55-74,10,177400,5.64,3632043908,1299 , -0.7764087926028903 , 0.14136699865431127
Albania,2000,female,75+,2,37800,5.29,3632043908,1299 , -0.8047292937950278 , 0.12698077428136492
Albania,2000,male,75+,1,24900,4.02,3632043908,1299 , -0.8168580578092403 , 0.07635646978304389
Albania,2000,female,15-24,6,263900,2.27,3632043908,1299 , -0.7912025734900924 , 0.004307017129971622
Albania,2000,male,15-24,5,240000,2.08,3632043908,1299 , -0.7968196337367978 , -0.0031862395181979394
Albania,2000,female,35-54,5,332200,1.51,3632043908,1299 , -0.787250769639109 , -0.027535107531627644
Albania,2000,female,25-34,3,245800,1.22,3632043908,1299 , -0.8036149998733474 , -0.03823591197031426
Albania,2000,male,35-54,4,374700,1.07,3632043908,1299 , -0.7847627970020086 , -0.04618406038213782
Albania,2000,male,05-14,1,374900,0.27,3632043908,1299 , -0.792529736919921 , -0.07912546119253282
Albania,2000,female,05-14,0,324700,0.0,3632043908,1299 , -0.8027109398198807 , -0.0893160781000539
Albania,2000,female,55-74,0,168000,0.0,3632043908,1299 , -0.8263001533028982 , -0.0864407757165725
Albania,2001,male,25-34,22,206484,10.65,4060758804,1451 , -0.725381472009534 , 0.3405031736695293
Albania,2001,male,35-54,34,378826,8.98,4060758804,1451 , -0.7050792578585323 , 0.27551285074966364
Albania,2001,male,55-74,11,196670,5.59,4060758804,1451 , -0.771531163889288 , 0.13537813116026487
Albania,2001,female,75+,2,47254,4.23,4060758804,1451 , -0.8095498939223335 , 0.08064582299581755
Albania,2001,male,15-24,10,256039,3.91,4060758804,1451 , -0.7758814080024091 , 0.06713055700497284
Albania,2001,female,15-24,9,271359,3.32,4060758804,1451 , -0.7786194334246349 , 0.04301794243651023
Albania,2001,female,35-54,12,370191,3.24,4060758804,1451 , -0.7625995658814984 , 0.03916284162452833
Albania,2001,male,75+,1,31044,3.22,4060758804,1451 , -0.8202106590172964 , 0.040417063284980355
Albania,2001,female,55-74,6,189799,3.16,4060758804,1451 , -0.7938542443130561 , 0.03701629379893651
Albania,2001,male,05-14,6,321556,1.87,4060758804,1451 , -0.7837756484649311 , -0.016677881070377105
Albania,2001,female,25-34,4,222771,1.8,4060758804,1451 , -0.800340511126054 , -0.018406593392498404
Albania,2001,female,05-14,2,307356,0.65,4060758804,1451 , -0.7974689427233644 , -0.06642918618660079
Albania,2002,male,75+,4,31007,12.9,4435078648,1573 , -0.7438287985218662 , 0.42309110550442935
Albania,2002,male,25-34,23,206286,11.15,4435078648,1573 , -0.7196132199887403 , 0.3575230247617378
Albania,2002,male,35-54,35,382139,9.16,4435078648,1573 , -0.7012025031453809 , 0.27974851289501673
Albania,2002,male,55-74,13,198130,6.56,4435078648,1573 , -0.7613765749735674 , 0.17142915398841713
Albania,2002,male,15-24,15,263067,5.7,4435078648,1573 , -0.7569403272022129 , 0.1368121284238875
Albania,2002,female,15-24,14,275970,5.07,4435078648,1573 , -0.7603447058380268 , 0.11115389294411612
Albania,2002,female,35-54,15,375113,4.0,4435078648,1573 , -0.7529296432090141 , 0.06718243318434575
Albania,2002,female,25-34,7,223685,3.13,4435078648,1573 , -0.7869632565366173 , 0.032343623246454116
Albania,2002,female,75+,1,47407,2.11,4435078648,1573 , -0.824707474444114 , -0.007242723281024263
Albania,2002,female,55-74,4,191712,2.09,4435078648,1573 , -0.8013884624588301 , -0.009547256264605484
Albania,2002,female,05-14,1,304850,0.33,4435078648,1573 , -0.7994141099555181 , -0.0827202624642611
Albania,2002,male,05-14,1,319473,0.31,4435078648,1573 , -0.7973640534209183 , -0.08378356653627869
Albania,2003,female,75+,6,49088,12.22,5746945913,2021 , -0.7398417086714899 , 0.3846101939510502
Albania,2003,male,55-74,16,201520,7.94,5746945913,2021 , -0.7434397396315643 , 0.21548073723748487
Albania,2003,male,35-54,28,386196,7.25,5746945913,2021 , -0.7138694422716984 , 0.18921837785077272
Albania,2003,male,15-24,15,273235,5.49,5746945913,2021 , -0.7517546560310224 , 0.116399689983987
Albania,2003,female,15-24,14,283709,4.93,5746945913,2021 , -0.7549953075786668 , 0.09356847310121423
Albania,2003,female,55-74,9,195699,4.6,5746945913,2021 , -0.7736513692711439 , 0.08016892227402604
Albania,2003,male,25-34,9,205433,4.38,5746945913,2021 , -0.7738498115407717 , 0.07124547359472025
Albania,2003,female,25-34,9,222941,4.04,5746945913,2021 , -0.7737854887378115 , 0.057409467106109356
Albania,2003,female,35-54,13,381760,3.41,5746945913,2021 , -0.7523124461763235 , 0.030971002097511746
Albania,2003,male,75+,1,32667,3.06,5746945913,2021 , -0.8144987653762538 , 0.018911026594290125
Albania,2003,male,05-14,4,313204,1.28,5746945913,2021 , -0.7839819278028186 , -0.05585194870886715
Albania,2003,female,05-14,0,298477,0.0,5746945913,2021 , -0.7982083116903316 , -0.10797853984703318
Albania,2004,male,75+,4,35526,11.26,7314865176,2544 , -0.7441730171767794 , 0.3320671878080614
Albania,2004,male,35-54,39,391767,9.95,7314865176,2544 , -0.6800712089551022 , 0.28673932440244987
Albania,2004,male,25-34,16,203938,7.85,7314865176,2544 , -0.737621350956556 , 0.19798525303451
Albania,2004,female,15-24,20,292268,6.84,7314865176,2544 , -0.7296333310831473 , 0.15773547573753272
Albania,2004,male,15-24,19,286768,6.63,7314865176,2544 , -0.7326317549654805 , 0.1491096105048862
Albania,2004,female,75+,3,50970,5.89,7314865176,2544 , -0.7830416365839026 , 0.11795080389868186
Albania,2004,female,25-34,11,222389,4.95,7314865176,2544 , -0.7596869480762872 , 0.08047662474628607
Albania,2004,male,55-74,10,207202,4.83,7314865176,2544 , -0.763462993317607 , 0.07560594113572326
Albania,2004,female,35-54,17,391436,4.34,7314865176,2544 , -0.7353583153673432 , 0.05540434908498667
Albania,2004,female,55-74,3,203841,1.47,7314865176,2544 , -0.7934555530441181 , -0.06054599791959812
Albania,2004,female,05-14,3,286705,1.05,7314865176,2544 , -0.784157715261997 , -0.07876116884918388
Albania,2004,male,05-14,1,302181,0.33,7314865176,2544 , -0.7884377163813514 , -0.10842348977955285
Albania,2005,female,15-24,0,281922,0.0,8158548717,2931 , -0.7901483355847071 , -0.13175735051360343
Albania,2005,female,25-34,0,190745,0.0,8158548717,2931 , -0.8038738857936483 , -0.1300843355460305
Albania,2005,female,35-54,0,386513,0.0,8158548717,2931 , -0.7744034764436588 , -0.1336765001727655
Albania,2005,female,05-14,0,276559,0.0,8158548717,2931 , -0.7909556677602619 , -0.13165894434460162
Albania,2005,female,55-74,0,210998,0.0,8158548717,2931 , -0.800825051456242 , -0.13045595966327783
Albania,2005,female,75+,0,53191,0.0,8158548717,2931 , -0.824580909861568 , -0.1275603448373042
Albania,2005,male,15-24,0,281675,0.0,8158548717,2931 , -0.7901855183270832 , -0.13175281828840435
Albania,2005,male,25-34,0,177519,0.0,8158548717,2931 , -0.8058648936910726 , -0.129841650483338
Albania,2005,male,35-54,0,380242,0.0,8158548717,2931 , -0.775347496595235 , -0.13356143303015663
Albania,2005,male,05-14,0,291367,0.0,8158548717,2931 , -0.7887265096667295 , -0.13193065766747697
Albania,2005,male,55-74,0,214118,0.0,8158548717,2931 , -0.800355374710441 , -0.13051320882368922
Albania,2005,male,75+,0,38471,0.0,8158548717,2931 , -0.8267968206622699 , -0.12729024623433788
Albania,2006,female,15-24,0,283138,0.0,8992642349,3235 , -0.7864291552381893 , -0.139829966312912
Albania,2006,female,25-34,0,186391,0.0,8992642349,3235 , -0.8009931988683202 , -0.1380547469147329
Albania,2006,female,35-54,0,388746,0.0,8992642349,3235 , -0.7705311995425002 , -0.14176777699647727
Albania,2006,female,05-14,0,267316,0.0,8992642349,3235 , -0.7888109582741071 , -0.13953964701290264
Albania,2006,female,55-74,0,215907,0.0,8992642349,3235 , -0.796549936423108 , -0.13859633865149612
Albania,2006,female,75+,0,56011,0.0,8992642349,3235 , -0.8206202674957346 , -0.13566239257677282
Albania,2006,male,15-24,0,286679,0.0,8992642349,3235 , -0.7858961022391889 , -0.13989494044016085
Albania,2006,male,25-34,0,174092,0.0,8992642349,3235 , -0.8028446585787709 , -0.13782907145835477
Albania,2006,male,35-54,0,379076,0.0,8992642349,3235 , -0.771986896379646 , -0.1415903412973819
Albania,2006,male,05-14,0,282678,0.0,8992642349,3235 , -0.7864984024507113 , -0.13982152573156922
Albania,2006,male,55-74,0,219360,0.0,8992642349,3235 , -0.7960301307169378 , -0.1386596980588361
Albania,2006,male,75+,0,40782,0.0,8992642349,3235 , -0.8229128018424662 , -0.13538295428705996
Albania,2007,male,75+,8,42366,18.88,10701011897,3863 , -0.6679345650968733 , 0.6014620655469146
Albania,2007,male,35-54,29,378626,7.66,10701011897,3863 , -0.6899385677330679 , 0.1572734543556759
Albania,2007,male,55-74,14,224160,6.25,10701011897,3863 , -0.7325895659537345 , 0.09836971024485107
Albania,2007,female,75+,3,57404,5.23,10701011897,3863 , -0.7718119697976952 , 0.05671144741414024
Albania,2007,male,25-34,9,172494,5.22,10701011897,3863 , -0.7510683204849937 , 0.05647879351831752
Albania,2007,female,15-24,13,281080,4.63,10701011897,3863 , -0.7368547197953096 , 0.03255202900297062
Albania,2007,male,15-24,13,288349,4.51,10701011897,3863 , -0.7366679761190768 , 0.02764873748405255
Albania,2007,female,25-34,8,183629,4.36,10701011897,3863 , -0.7564782488465738 , 0.02171066792560306
Albania,2007,female,55-74,9,221120,4.07,10701011897,3863 , -0.752445285820812 , 0.009874894154821429
Albania,2007,female,35-54,14,391811,3.57,10701011897,3863 , -0.7276196034921653 , -0.01123456734489169
Albania,2007,male,05-14,4,272497,1.47,10701011897,3863 , -0.7672855058505762 , -0.09631311630510726
Albania,2007,female,05-14,0,256808,0.0,10701011897,3863 , -0.7830936020315127 , -0.15597441626111813
Albania,2008,male,25-34,21,172855,12.15,12881352688,4672 , -0.6822222129260181 , 0.3150716134342175
Albania,2008,male,35-54,37,377119,9.81,12881352688,4672 , -0.6598522072852281 , 0.22438129930214018
Albania,2008,male,55-74,21,228672,9.18,12881352688,4672 , -0.6962806081072094 , 0.1959921006654553
Albania,2008,female,75+,5,59369,8.42,12881352688,4672 , -0.7368317562172533 , 0.16281818599721465
Albania,2008,female,15-24,20,276073,7.24,12881352688,4672 , -0.7043987618198196 , 0.11762931911779652
Albania,2008,female,25-34,9,182663,4.93,12881352688,4672 , -0.7423356109691748 , 0.023348670106486138
Albania,2008,female,35-54,19,393832,4.82,12881352688,4672 , -0.7055554551159104 , 0.01889588436622744
Albania,2008,male,75+,2,44574,4.49,12881352688,4672 , -0.77052696408906 , 0.0057367255241654435
Albania,2008,male,15-24,11,286702,3.84,12881352688,4672 , -0.7337524486284307 , -0.021128172874195505
Albania,2008,female,55-74,7,226448,3.09,12881352688,4672 , -0.7508241679517813 , -0.0513522737322261
Albania,2008,male,05-14,7,262464,2.67,12881352688,4672 , -0.7485787071527642 , -0.06870782649932734
Albania,2008,female,05-14,1,246288,0.41,12881352688,4672 , -0.7715992157427538 , -0.1605209895217166
Albania,2009,female,15-24,0,270003,0.0,12044212904,4387 , -0.7750486987239261 , -0.17007566398817553
Albania,2009,female,25-34,0,182712,0.0,12044212904,4387 , -0.7881892605244752 , -0.1684739535838586
Albania,2009,female,35-54,0,394286,0.0,12044212904,4387 , -0.7563394567372645 , -0.1723561439251648
Albania,2009,female,05-14,0,236174,0.0,12044212904,4387 , -0.7801412290552405 , -0.16945493262677921
Albania,2009,female,55-74,0,233302,0.0,12044212904,4387 , -0.7805735725212471 , -0.16940223404065702
Albania,2009,female,75+,0,61582,0.0,12044212904,4387 , -0.8064238580305245 , -0.16625132832724665
Albania,2009,male,15-24,0,283448,0.0,12044212904,4387 , -0.7730247231318447 , -0.17032236750155066
Albania,2009,male,25-34,0,174955,0.0,12044212904,4387 , -0.7893569792799812 , -0.16833161969369467
Albania,2009,male,35-54,0,374365,0.0,12044212904,4387 , -0.7593383126517201 , -0.1719906117057561
Albania,2009,male,05-14,0,253007,0.0,12044212904,4387 , -0.7776072326891932 , -0.16976380285665263
Albania,2009,male,55-74,0,234570,0.0,12044212904,4387 , -0.7803826910745564 , -0.16942550068661894
Albania,2009,male,75+,0,47331,0.0,12044212904,4387 , -0.8085691667819379 , -0.16598983544743165
Albania,2010,male,55-74,20,241852,8.27,11926953259,4359 , -0.7054386622570409 , 0.16750487001151645
Albania,2010,male,35-54,20,371611,5.38,11926953259,4359 , -0.707761011091564 , 0.05024853016226013
Albania,2010,male,25-34,9,179720,5.01,11926953259,4359 , -0.7458514785137482 , 0.034888494955558326
Albania,2010,male,75+,2,50767,3.94,11926953259,4359 , -0.7774319640779012 , -0.007933124831085462
Albania,2010,male,15-24,10,279508,3.58,11926953259,4359 , -0.741061857706884 , -0.02340453592102221
Albania,2010,female,25-34,6,183579,3.27,11926953259,4359 , -0.7601764524330289 , -0.03548435572083033
Albania,2010,female,75+,2,64415,3.1,11926953259,4359 , -0.7817300191230864 , -0.04157293710200012
Albania,2010,female,35-54,12,394593,3.04,11926953259,4359 , -0.7266564252872032 , -0.04622196635232272
Albania,2010,female,55-74,7,241491,2.9,11926953259,4359 , -0.7536743733295703 , -0.05087477757903408
Albania,2010,female,15-24,6,263581,2.28,11926953259,4359 , -0.7556201386331333 , -0.076304093482107
Albania,2010,female,05-14,2,223969,0.89,11926953259,4359 , -0.7744245329314444 , -0.13234648683795164
Albania,2010,male,05-14,0,240939,0.0,11926953259,4359 , -0.7797652743078174 , -0.16879359662013038
Antigua and Barbuda,1985,female,15-24,0,7709,0.0,240923926,3850 , -0.8247808111450871 , -0.14917895787022023
Antigua and Barbuda,1985,female,25-34,0,6344,0.0,240923926,3850 , -0.8249862947213751 , -0.1491539113625404
Antigua and Barbuda,1985,female,35-54,0,6173,0.0,240923926,3850 , -0.8250120366199429 , -0.1491507736681716
Antigua and Barbuda,1985,female,05-14,0,7339,0.0,240923926,3850 , -0.8248365099899416 , -0.14917216870696642
Antigua and Barbuda,1985,female,55-74,0,3778,0.0,240923926,3850 , -0.8253725737373127 , -0.1491068275979197
Antigua and Barbuda,1985,female,75+,0,949,0.0,240923926,3850 , -0.8257984440943225 , -0.14905491802266232
Antigua and Barbuda,1985,male,15-24,0,7667,0.0,240923926,3850 , -0.8247871337166652 , -0.14917818720844572
